,raceid,label,start,end
45360,2023060900104,T001FL,8700,8790
45364,2023060900104,T001FRV,8795,9100
45370,2023060900104,T001FRV,9145,9750
45391,2021042700108,T001FL,25715,25730
45401,2021042700108,T001FRV,25735,26505
45431,2022012500101,T001FR,7140,7660
45444,2021123000106,T001FRV,22770,23590
45452,2022082400103,T001FL,8985,8990
45456,2022082400103,T001FRV,9135,9710
45470,2022030200107,T001FL,9745,9970
45474,2022030200107,T001FRV,9975,10690
45504,2022062100102,T001FRV,6230,7205
45511,2024010100106,T001FL,6580,6755
45514,2024010100106,T001FRV,6760,7115
45518,2022111700108,T001FR,10005,10290
45527,2024021800109,T001FR,6150,6885
45529,2024021800109,T001FL,6890,7250
45535,2021062700101,T001FRV,9115,9665
45539,2021062700101,T001FRV,6830,7770
45540,2021062700101,T001FRV,7900,8460
45543,2021062700101,T001FRV,9115,9225
45550,2021111600102,T001FR,6700,7135
45551,2021111600102,T001FR,7140,7555
45569,2022120500107,T001FL,7770,7930
45577,2022120500107,T001FRV,7935,8505
45581,2022120500107,T001FL,8650,8755
45583,2022120500107,T001FRV,8760,8865
45608,2022120500107,T001FL,10045,10220
45609,2022120500107,T001FRV,10225,10715
45616,2023091200103,T001FRV,5900,6600
45633,2021050900108,T001FL,14330,14515
45635,2021050900108,T001FRV,14520,14885
45649,2023110600106,T001FRV,5940,6030
45656,2023110600106,T001FRV,6470,6625
45658,2023110600106,T001FRV,6785,7400
45664,2023110600106,T001FRV,8230,8565
45686,2023110600106,T001FRV,8320,9260
45695,2022022700107,T001DRONE,11610,12330
45715,2022022700107,T001FRV,12930,13210
45717,2022022700107,T001DRONE,13215,13930
45723,2022022700107,T001FRV,14790,15085
45727,2022022700107,T001FL,15645,15790
45728,2022022700107,T001DRONE,15795,15925
45741,2022022700107,T001FL,10555,10720
45751,2022022700107,T001FRV,10725,11265
45755,2022022700107,T001DRONE,11270,11905
45767,2023013000106,T001FRV,5055,5130
45770,2023013000106,T001FRV,5350,5440
45771,2023013000106,T001FL,5445,5635
45772,2023013000106,T001FRV,5640,5770
45774,2022110400105,T001FRV,7970,8095
45775,2022110400105,T001FR,8100,8120
45781,2023021300104,T001FRV,7065,7545
45800,2023061000106,T001FRV,6795,7340
45802,2023061000106,T001FL,7590,7865
45803,2023061000106,T001FRV,7870,7880
45842,2023011900107,T001FR,19140,19760
45847,2023011900107,T001FR,19765,19820
45863,2022020200104,T001FRV,6685,7470
45888,2021121700105,T001FR,23350,23875
45930,2022051000108,T001FRV,9825,10554
45942,2022092300105,T001FRV,7180,7740
45956,2022092300105,T001FRV,6275,6720
45961,2022092300105,T001FRV,6870,7070
45968,2022092300105,T001FRV,7180,7395
45987,2022121300107,T001BACK,7585,7735
45990,2022121300107,T001FR,7740,8120
46003,2022120300101,T001FRV,16295,17080
46008,2022120300101,T001FRV,15840,16035
46010,2022120300101,T001FRV,16260,16540
46012,2022120300101,T001FL,13940,14065
46014,2022120300101,T001FRV,14070,14815
46015,2022120300101,T001FLV,15415,15515
46019,2022102500107,T001FR,15680,15890
46021,2022102500107,T001FR,15990,16340
46033,2021062500101,T001FRV,14120,14805
46037,2021120100102,T001FRV,22665,23265
46040,2021102200107,T001BACK,6640,7005
46042,2021102200107,T001FR,7010,7325
46044,2021102200107,T001FR,7330,7470
46050,2023121600105,T001FRV,6330,7255
46059,2023020500102,T001FR,6315,6705
46072,2023011800102,T001FR,8695,8770
46073,2023011800102,T001FR,8775,9375
46077,2023010700102,T001FRV,6400,7095
46081,2023010700102,T001FRV,5410,5515
46082,2023010700102,T001FL,5520,5700
46083,2023010700102,T001FRV,5705,5900
46084,2023010700102,T001FRV,6030,6645
46091,2022111700103,T001FRV,7345,7385
46095,2022111700103,T001FRV,7445,8020
46099,2022111700103,T001FL,5400,5520
46100,2022111700103,T001FRV,5525,5920
46101,2022111700103,T001FRV,6040,6705
46106,2022111700103,T001FRV,6545,6865
46108,2023110600102,T001FRV,6255,6915
46113,2023123100102,T001FRV,9510,9940
46114,2023123100102,T001DRONE,9945,10095
46115,2023123100102,T001FRV,10100,10265
46119,2023123100102,T001FL,7055,7285
46120,2023123100102,T001DRONE,7290,7680
46121,2023123100102,T001FRV,7685,7825
46125,2023123100102,T001FRV,9200,9495
46126,2023123100102,T001FRV,9510,9715
46132,2022051800101,T001FRV,6770,7430
46141,2022021400105,T001FL,15790,16230
46142,2022021400105,T001FRV,16235,16680
46146,2022102100105,T001FRV,5190,5855
46155,2023090200102,T001FRV,5900,6040
46156,2023090200102,T001FL,6045,6305
46157,2023090200102,T001FRV,6310,6775
46166,2023021300103,T001FRV,5710,6200
46167,2023021300103,T001FRV,6330,6685
46175,2023021300103,T001FRV,7370,7890
46177,2023021300103,T001FRV,8055,8465
46194,2023021300103,T001FRV,6440,7025
46195,2023021300103,T001FRV,7160,7615
46206,2023021300103,T001FRV,8220,8925
46221,2021121900108,T001FRV,11340,11675
46225,2021121900108,T001FRV,11680,12030
46235,2021121900108,T001FRV,10215,10360
46238,2021121900108,T001FL,10365,10520
46239,2021121900108,T001FRV,10525,10910
46240,2021121900108,T001FRV,10915,11005
46242,2021121900108,T001FRV,11340,11490
46264,2023050600109,T001FL,5695,5985
46265,2023050600109,T001FRV,5990,6795
46269,2023050600109,T001FL,5575,5940
46270,2023082800107,T001FRV,5935,6795
46282,2023120400106,T001FRV,7160,7745
46285,2023120400106,T001FRV,8125,8505
46286,2023120400106,T001FL,8510,8580
46300,2023120400106,T001FRV,7120,7345
46306,2022112800105,T001FL,6135,6340
46314,2022112800105,T001FRV,6345,6945
46324,2022091800106,T001FL,10200,10330
46326,2022091800106,T001FRV,10335,10730
46327,2022091800106,T001DRONE,10735,11065
46330,2022091800106,T001FRV,11070,11175
46333,2022091800106,T001FL,11180,11265
46351,2022120400101,T001FRV,11880,11990
46354,2022120400101,T001FL,11995,12160
46358,2022120400101,T001FRV,12165,12260
46363,2022120400101,T001FRV,12265,12625
46381,2023011400105,T001FL,13035,13215
46383,2023011400105,T001FR,13220,13600
46393,2023011400105,T001FR,13605,13635
46420,2023012100104,T001FRV,5625,6480
46429,2022061100104,T001FRV,7705,8555
46442,2022061100104,T001FL,6425,6710
46444,2022061100104,T001FRV,6715,7130
46449,2022061100104,T001FRV,7610,7990
46482,2021052500102,T001FRV,9185,9815
46493,2021052500102,T001FL,7560,7695
46495,2021052500102,T001FL,7700,7765
46496,2021052500102,T001FRV,7770,8355
46498,2021052500102,T001FRV,8540,9035
46511,2022010400106,T001FRV,14375,14490
46517,2022010400106,T001FL,14495,14595
46519,2022010400106,T001FRV,14600,14950
46523,2022010400106,T001FRV,15050,15645
46540,2022010400106,T001FRV,16685,17375
46549,2024021400105,T001FLV,6050,6190
46551,2024021400105,T001LEFT,6195,6230
46552,2024021400105,T001FRV,6235,6620
46558,2022010400106,T001FRV,15350,16020
46568,2022010400106,T001FRV,12230,12335
46569,2022010400106,T001FL,12340,12415
46570,2022010400106,T001FRV,12420,12810
46572,2022010400106,T001FRV,12975,13295
46587,2022020300108,T001FLV,7015,7465
46588,2022020300108,T001FRV,7470,7890
46596,2021122800103,T001FRV,9150,9850
46608,2021122800103,T001FRV,6755,7380
46610,2022110400101,T001FL,5355,5545
46613,2021122800103,T001FRV,7400,8280
46627,2021122800103,T001FRV,7985,8500
46628,2021122800103,T001FRV,8530,8905
46631,2021122800103,T001FRV,9150,9315
46657,2022120600104,T001FRV,6890,7425
46683,2021041700102,T001FRV,5755,6175
46697,2021121900105,T001FL,17265,17380
46702,2021121900105,T001FRV,17385,17560
46703,2021121900105,T001FRV,17565,17920
46705,2021121900105,T001FRV,17925,18210
46706,2021121900105,T001FRV,18215,18335
46710,2021121900105,T001FL,18340,18615
46720,2021121900105,T001FL,18585,18765
46723,2021121900105,T001FRV,18770,19000
46725,2021121900105,T001FRV,19005,19240
46742,2022011500107,T001FRV,7520,7865
46746,2022011500107,T001FL,7150,7515
46765,2021111800102,T001FR,6585,6710
46770,2021111800102,T001FR,6715,7000
46772,2021111800102,T001FR,7005,7340
46774,2021111800102,T001FR,7045,7360
46776,2021111800102,T001FR,7365,7830
46789,2024020600103,T001FR,6505,6520
46790,2024020600103,T001FL,6525,6625
46795,2024020600103,T001FR,6630,6940
46796,2024020600103,T001FR,7365,7570
46803,2022050600106,T001FL,11860,12055
46804,2022050600106,T001FR,12060,12515
46805,2022050600106,T001FR,12520,12630
46823,2023011700104,T001FL,10470,10585
46824,2023011700104,T001FRV,10590,10870
46844,2021061500106,T001FL,7150,7415
46847,2021061500106,T001FRV,7420,7800
46889,2021100800103,T001FL,12105,12465
46890,2021100800103,T001DRONE,12470,12780
46891,2021100800103,T001FL,12785,13220
46892,2021100800103,T001DRONE,13225,13460
46897,2021100800103,T001DRONE,13240,14015
46911,2021112500108,T001FRV,11255,12695
46912,2021112500108,T001FRV,12400,12755
46913,2021112500108,T001FRV,12470,13440
46920,2022012100102,T001FRV,7710,7950
46925,2022022400103,T001FRV,6475,6810
46926,2022022400103,T001FL,6815,6960
46927,2022022400103,T001FRV,6965,7360
46941,2021102900101,T001FRV,7215,7830
46946,2021102900101,T001FRV,6580,6855
46948,2021102900101,T001FRV,7215,7260
46952,2024012300108,T001BACK,9250,9360
46953,2024012300108,T001FR,9365,9645
46954,2024012300108,T001BACK,9650,9825
46961,2024012300108,T001BACK,10255,10455
46962,2024012300108,T001FR,10460,10660
46964,2024012300108,T001FR,10665,10850
46975,2021112900106,T001FRV,7245,7510
46976,2021112900106,T001FL,7515,7685
46977,2021112900106,T001FRV,7690,8275
46982,2021112900106,T001FL,11235,11350
46985,2021112900106,T001FRV,11355,11790
46991,2021092800102,T001FRV,6930,7940
46999,2022122700105,T001FL,7015,7105
47000,2022122700105,T001FRV,7110,7595
47001,2022122700105,T001FRV,7705,7830
47009,2021121100101,T001FRV,6565,7150
47013,2023110300107,T001FRV,5930,6550
47021,2021051400105,T001FL,19825,20055
47022,2021051400105,T001FRV,20060,20585
47027,2024021000101,T001FRV,6040,7330
47028,2024021000101,T001FRV,7565,7735
47029,2024021000101,T001FRV,7840,8090
47030,2024021000101,T001FRV,8365,8590
47031,2024021000101,T001FL,8595,8605
47038,2021112300105,T001FRV,11660,11830
47039,2021112300105,T001FL,11835,12085
47040,2021112300105,T001FRV,12090,12590
47045,2022111200105,T001FRV,12100,12685
47053,2023020300108,T001FRV,7585,7945
47058,2022082700102,T001FRV,8085,8240
47059,2022082700102,T001FRV,7160,7710
47066,2022082700102,T001FRV,6710,6875
47067,2022082700102,T001FL,7005,7155
47068,2022082700102,T001FRV,7160,7190
47070,2021120300106,T001FR,8640,9090
47071,2021120300106,T001FR,9095,9140
47075,2022010400105,T001BACK,15930,16110
47076,2022010400105,T001FR,16235,16620
47081,2023120600106,T001FRV,8550,9415
47082,2023120600106,T001FRV,9795,10545
47086,2023120600106,T001FRV,10325,11255
47090,2022123100109,T001FR,7150,7545
47091,2022012100107,T001FR,13540,13655
47092,2022012100107,T001FR,13660,13965
47093,2022012100107,T001FR,13970,14380
47095,2022012100107,T001FR,16680,17195
47097,2022012100107,T001FR,17520,17635
47103,2023090100104,T001FL,6180,6450
47104,2023090100104,T001FRV,6455,6710
47105,2023090100104,T001FRV,6840,7115
47106,2023090100104,T001FL,7120,7435
47109,2022090200104,T001FRV,5705,6405
47110,2022090200104,T001FRV,6570,6935
47111,2022090200104,T001FRV,6690,7440
47117,2024021100106,T001FRV,5845,6810
47122,2022020500101,T001FR,7020,7495
47123,2022020500101,T001FR,7500,7520
47126,2021120400102,T001FRV,6890,8105
47132,2023021900101,T001FRV,15500,15590
47133,2023021900101,T001FL,15595,15780
47134,2023021900101,T001FRV,15785,15905
47135,2021120400102,T001FRV,9255,9990
47143,2022061400105,T001FRV,11495,11915
47154,2022100700103,T001FL,5830,6055
47157,2022100700103,T001FRV,6060,6330
47158,2022100700103,T001FRV,7135,7360
47159,2022100700103,T001FRV,6380,6645
47164,2022100700103,T001FL,6740,7110
47166,2022100700103,T001FRV,7115,7160
47171,2022100700103,T001FRV,7940,8865
47184,2022100700103,T001FRV,7505,7515
47185,2022100700103,T001FRV,7895,8185
47186,2023011900102,T001FRV,5995,6600
47195,2024012300103,T001FRV,9410,9480
47197,2024012300103,T001FRV,9580,10240
47201,2023010200105,T001FRV,7790,8415
47209,2022090800108,T001FR,14270,14540
47220,2022051700107,T001FR,18075,18670
47221,2022051700107,T001FR,18675,18690
47237,2023110200101,T001FL,5845,5990
47238,2023110200101,T001FL,5995,6255
47239,2023110200101,T001FL,6260,6405
47240,2023110200101,T001FRV,6410,6984
47702,2022021300107,T001FRV,8765,9105
47703,2022021300107,T001FLV,9110,9245
47704,2022021300107,T001DRONE,9255,9390
47709,2022021300107,T001FRV,9955,9985
47710,2022021300107,T001FLV,9990,10050
47713,2024011600101,T001FRV,7125,7945
47718,2024011600101,T001FRV,8570,8670
47721,2024011600101,T001FRV,6065,6705
47727,2024011600101,T001FRV,7180,7335
47743,2021120700102,T001FRV,7035,7935
47764,2023021200107,T001FRV,5360,6000
47769,2023120400105,T001FRV,6585,6605
47770,2023120400105,T001FR,6615,6815
47771,2023120400105,T001FRV,6825,7325
47778,2024010200104,T001FR,9680,9795
47779,2024010200104,T001BACK,7030,7225
47780,2024010200104,T001LEFT,7310,7525
47781,2024010200104,T001FR,7555,7655
47797,2022012700101,T001FRV,7000,7755
47801,2022122500103,T001FL,6110,6275
47802,2022122500103,T001FRV,6280,6755
47806,2022122500103,T001FRV,5080,5180
47807,2022122500103,T001FL,5185,5285
47808,2022122500103,T001FRV,5290,5290
47809,2022012700107,T001FR,6375,6510
47810,2022012700107,T001FR,6700,7175
47815,2021123100110,T001FRV,12710,13640
47820,2023112800103,T001FL,6270,6385
47821,2023112800103,T001FRV,5845,6265
47824,2022083100103,T001FR,6430,6960
47825,2022083100103,T001FR,7695,8220
47826,2022083100103,T001FR,8180,8220
47827,2022083100103,T001FL,8225,8365
47828,2022083100103,T001FR,8370,8750
47834,2022020200101,T001FRV,6495,7380
47836,2022020200101,T001FRV,7570,7820
47837,2022020200101,T001FL,7825,8000
47838,2022020200101,T001FRV,8005,8370
47842,2021060100102,T001FL,7115,7545
47843,2021060100102,T001FL,7380,7545
47845,2021060100102,T001FRV,7925,8070
47851,2021050700107,T001BACK,21590,21995
47852,2022010200101,T001DRONE,10025,10745
47853,2022010200101,T001FRV,10750,10960
47858,2023112400101,T001FRV,6115,6505
47859,2023112400101,T001FRV,6285,7195
47866,2022062800107,T001FRV,12860,13675
47867,2022062800107,T001FL,12700,12855
47870,2024020900101,T001FR,21215,21510
47877,2024021000109,T001FRV,6610,7345
47881,2022030200105,T001FL,8145,8285
47887,2021111100107,T001FRV,11010,11980
47888,2021111100107,T001FRV,12315,12545
47892,2024011800106,T001FL,6140,6470
47893,2024011800106,T001FRV,6475,6490
47900,2022120600107,T001FRV,9360,9790
47903,2022120600107,T001FRV,10090,10245
47911,2022032600104,T001FRV,6235,6845
47912,2022032600104,T001FRV,6985,7220
47917,2022032600104,T001FRV,8440,8600
47918,2022032600104,T001FRV,8715,9475
47919,2022032600104,T001FRV,9665,9820
47920,2022032600104,T001FRV,7045,7220
47921,2022032600104,T001FRV,7370,8150
47922,2022032600104,T001FRV,8440,8590
47932,2022041200103,T001FRV,8490,8590
47935,2022041200103,T001FRV,9945,10640
47936,2022041200103,T001FRV,10895,11070
47945,2022010400106,T001FRV,16315,16835
47946,2022010400106,T001FRV,15735,16100
47948,2022062100104,T001FRV,6400,7300
47953,2022121500107,T001FR,7095,7630
47958,2022121500107,T001FR,8000,8490
47959,2022121500107,T001FR,10345,10395
47960,2022121500107,T001FR,10650,10875
47968,2022111500101,T001FRV,11090,11100
47969,2022111500101,T001FL,11105,11375
47970,2022111500101,T001FRV,11380,12205
47971,2022111500101,T001FRV,12730,13220
47976,2022051700103,T001FL,6640,7105
47977,2022051700103,T001FL,7110,7140
47978,2022051700103,T001FL,6855,7105
47981,2021112700107,T001FRV,8960,9455
47983,2021112700107,T001FRV,9925,10010
47988,2022091300108,T001FRV,10885,11395
47991,2023021900104,T001FRV,6120,6700
47998,2021101200105,T001FRV,17430,17715
48007,2023012300106,T001FR,11835,12495
48011,2021062900101,T001FRV,31620,32385
48012,2021062900101,T001FRV,32605,32750
48019,2022122700108,T001FRV,6970,7295
48025,2022041500103,T001FRV,11075,11570
48027,2023112700106,T001FRV,7130,7675
48040,2021112500103,T001FRV,9910,10595
48041,2021112500103,T001FRV,10820,11070
48045,2024013000107,T001FRV,7345,8085
48046,2024013000107,T001FRV,9290,9910
48050,2022050700109,T001FRV,17425,18285
48054,2023052600106,T001FRV,6655,6850
48055,2023052600106,T001FRV,7035,7385
48056,2023052600106,T001FRV,7660,7925
48063,2024021400101,T001FRV,5760,6250
48067,2024021400101,T001FRV,6565,6880
48080,2022020700107,T001FRV,8185,8520
48081,2022020700107,T001FL,8525,8665
48085,2022101800105,T001FRV,12790,13475
48092,2022042200105,T001FRV,9450,10160
48096,2021102900101,T001FRV,8450,9000
48109,2022122700105,T001FRV,7935,8305
48113,2021112100104,T001DRONE,10795,10885
48114,2021112100104,T001FRV,10890,11200
48120,2022110300108,T001FRV,24310,25075
48125,2022082700107,T001FRV,19015,19735
48132,2023060900104,T001FRV,9510,10075
48133,2023060900104,T001FRV,10490,10680
48140,2023060900104,T001FRV,11600,12265
48171,2022092000107,T001FRV,8250,8445
48172,2022092000107,T001FRV,8600,8890
48174,2022092000107,T001FL,8095,8245
48180,2022092000107,T001FRV,9600,10500
48213,2023030400107,T001FRV,7310,7865
48215,2024021800109,T001FRV,7255,7730
48216,2024021800109,T001FRV,7735,7940
48220,2021043000106,T001FL,10590,11100
48221,2023110600108,T001FRV,7665,8045
48222,2023110600108,T001FL,8050,8165
48223,2023110600108,T001FRV,8175,8440
48224,2023110600108,T001FRV,8660,8840
48232,2023021200108,T001FRV,7945,8615
48233,2023021200108,T001FRV,8690,9295
48237,2023110700108,T001FRV,6570,7120
48238,2023110700108,T001FRV,7480,7565
48239,2023110700108,T001FRV,7975,8175
48240,2023110700108,T001FRV,8510,9105
48241,2023110700108,T001FRV,9290,9505
48252,2021090400107,T001FRV,12820,13255
48253,2021090400107,T001FRV,12960,13455
48258,2023050600105,T001FRV,5790,6510
48261,2023050600105,T001FRV,10865,11330
48262,2023050600105,T001FRV,11565,11890
48270,2023082800105,T001FRV,7940,8980
48271,2023082800105,T001FRV,8760,9575
48280,2022091800106,T001DRONE,11270,11675
48302,2022012900107,T001FRV,8610,8745
48303,2022012900107,T001FRV,8750,9220
48318,2022013000108,T001FRV,16220,16370
48320,2023012600107,T001FR,8880,9330
48321,2023012600107,T001FR,9335,9545
48328,2023012600107,T001FR,11260,11800
48329,2023012600107,T001FR,11805,11835
48347,2023112300106,T001FRV,11500,11915
48349,2021112700108,T001FRV,10040,10665
48359,2021120800104,T001FRV,12055,12225
48360,2021120800104,T001FLV,14605,14750
48368,2022010200108,T001DRONE,10305,10800
48369,2022010200108,T001FRV,10810,10920
48370,2022010200108,T001DRONE,11295,11815
48379,2023010100105,T001FRV,5865,5960
48380,2023010100105,T001FRV,5965,6915
48381,2023010100105,T001FRV,6920,7020
48382,2023102700107,T001FR,13375,14070
48383,2023102700107,T001FR,14075,14190
48390,2024012100105,T001FR,7515,7675
48391,2023022300102,T001FRV,4820,5375
48392,2023022300102,T001FRV,4395,5035
48393,2023022300102,T001FRV,5190,5620
48394,2023022300102,T001FRV,5385,5945
48395,2023022300102,T001FRV,7200,7495
48413,2023112500105,T001FRV,12765,13020
48415,2024012000106,T001FRV,5545,6005
48416,2024012000106,T001FRV,6200,6990
48417,2024012000106,T001FL,6995,7200
48418,2024012000106,T001FRV,7205,7450
48429,2023012300103,T001FRV,5365,5810
48430,2023012300103,T001FRV,6055,6675
48431,2023012300103,T001LEFT,7655,7950
48435,2023012300103,T001FRV,8690,8840
48436,2023012300103,T001FRV,9000,9400
48437,2023012300103,T001FRV,9185,9950
48448,2023012300103,T001FRV,10660,11035
48467,2021112200106,T001FRV,7530,7965
48504,2021121700105,T001FRV,24530,24990
48509,2024012000109,T001FR,7020,7110
48511,2023112500106,T001FRV,6400,7050
48512,2023112500106,T001FRV,7290,7580
48525,2023112500106,T001FRV,9665,9945
48527,2023112500106,T001FRV,9700,10760
48593,2023121100105,T001FRV,8610,9110
48595,2023121100105,T001FRV,9680,9800
48622,2021121900105,T001FRV,18770,18880
48637,2022111800106,T001FRV,7410,8140
48638,2022111800106,T001FRV,8435,8710
48640,2022111800106,T001FRV,8465,8800
48652,2024012000106,T001FRV,5760,6430
48660,2021062900101,T001FRV,31625,31695
48672,2024021400101,T001FRV,5890,5985
48675,2023120300106,T001FRV,6320,6840
48679,2023110600108,T001FRV,7565,7845
48686,2023061300106,T001FRV,6925,7195
48689,2021090100107,T001FRV,19825,20780
48705,2024011300107,T001FRV,6855,7125
48719,2024011300107,T001FRV,7680,7810
48720,2024011300107,T001FRV,7820,8020
48721,2024011300107,T001FRV,8060,8380
48791,2022082900105,T001FRV,8935,9020
48792,2022082900105,T001FRV,9130,9600
48806,2023012800109,T001FRV,16855,17615
48807,2023012800109,T001FRV,17630,17815
48808,2023012800109,T001FRV,16315,16845
48809,2023012800109,T001FRV,16235,16505
48812,2023012800109,T001FRV,18080,18675
48813,2023012800109,T001FRV,18930,19360
48820,2022030300105,T001FRV,5995,6125
48821,2022030300105,T001FRV,6375,6805
48841,2021092400106,T001FRV,12950,13200
48845,2021092400106,T001FRV,13415,14270
48848,2021092400106,T001FRV,13995,14825
48859,2022110700102,T001FRV,9785,10325
48889,2022120200103,T001FRV,5635,5935
48890,2022120200103,T001FRV,6155,6280
48893,2021042700108,T001FRV,25740,26010
48910,2024010900106,T001FL,5985,6305
48914,2024010900106,T001FL,6310,6375
48935,2023011900108,T001FRV,20260,20380
48939,2023022600109,T001FRV,5655,6385
48949,2022120800102,T001FRV,5855,6510
48950,2022120800102,T001FRV,7125,7590
48951,2022120800102,T001FRV,8005,8160
48996,2022061000106,T001FRV,11980,12750
49012,2022061000106,T001FRV,16190,16645
49016,2021112100109,T001FR,8745,8860
49018,2021112100109,T001FR,8745,9095
49019,2021112100109,T001FR,9100,9135
49037,2023111400107,T001FR,7775,7895
49038,2023111400107,T001FR,6440,7240
49045,2023111400107,T001FR,8355,8505
49046,2023111400107,T001FR,13160,13270
49050,2023111400107,T001FR,13920,14480
49055,2023111400107,T001FR,14900,15220
49056,2023111400107,T001FR,15265,15550
49061,2022111700105,T001FRV,7325,7790
49064,2022012300109,T001FR,21350,21640
49066,2022012300109,T001FR,22480,22520
49093,2021121900104,T001FRV,14210,14260
49095,2023011700105,T001FR,12800,13240
49107,2023111300101,T001FRV,6265,6475
49109,2023111300101,T001FRV,6695,6880
49114,2023111300101,T001FRV,7040,7110
49122,2024010300105,T001FRV,5845,6525
49167,2021112700109,T001FR,13095,13870
49168,2021112700109,T001FR,13595,14180
49171,2021112700109,T001FR,13885,14695
49172,2021112700109,T001FR,14700,14875
49205,2021120500107,T001FRV,8540,9135
49218,2022030200103,T001FRV,5760,5785
49225,2022030200103,T001FRV,6210,6970
49258,2022030200103,T001FRV,6210,6415
49268,2023022600105,T001FRV,6915,7650
49273,2023022600105,T001FRV,8370,8690
49315,2023092200102,T001FRV,6330,6645
49319,2021121500101,T001FL,8745,8885
49378,2023083000101,T001FRV,6430,6990
49379,2023083000101,T001FRV,7380,7420
49424,2021112300104,T001FRV,9050,9255
49426,2021112300104,T001FRV,7590,7780
49467,2023120400106,T001FRV,6420,6835
49468,2023120400106,T001FRV,6130,6195
49473,2023120400106,T001FRV,8625,9045
49491,2023121600107,T001BACK,6315,7055
49574,2021120100102,T001FRV,24820,25495
49575,2021120100102,T001FRV,25625,26140
49582,2021120100102,T001FRV,26770,27185
49615,2023010900102,T001FR,6195,6470
49616,2023010900102,T001FR,7150,7245
49635,2022052000103,T001FRV,7460,8180
49643,2022052000103,T001FRV,8705,8735
49650,2021120200103,T001FR,12345,13435
49675,2021120200103,T001FR,13715,14520
49679,2022091000101,T001FL,10815,11155
49690,2021120200103,T001FR,16130,16665
49691,2021120200103,T001FR,16735,17285
49692,2021120200103,T001FR,17290,17365
49700,2022120500103,T001FRV,12220,13035
49702,2022120500103,T001FRV,13260,13360
49721,2022010100106,T001FRV,8610,8640
49722,2022010100106,T001FRV,9030,9180
49724,2022120600102,T001FR,8030,8295
49727,2022120600102,T001BACK,8300,8435
49730,2022120600102,T001FR,8755,8875
49735,2022120600102,T001FR,11065,11130
49754,2022030300103,T001FR,11105,11980
49784,2023021400104,T001FRV,6830,6995
49785,2023021400104,T001FRV,8165,8230
49792,2023022600101,T001FRV,6195,6490
49793,2023022600101,T001FRV,6560,7070
49798,2022111000107,T001FRV,12260,12515
49807,2022111000107,T001FRV,13590,14085
49808,2022111000107,T001FRV,14305,14355
49817,2022110700105,T001FRV,6490,6610
49906,2023052300101,T001FRV,7085,7340
49907,2023052300101,T001FRV,7570,7855
49917,2023112300104,T001FRV,9100,9815
49918,2023052300101,T001FRV,7610,8030
49925,2023122400102,T001FR,6990,7305
49928,2024010900102,T001FR,7090,7545
49931,2024010900102,T001FR,8170,8360
49936,2022092500106,T001FRV,12795,13015
49942,2022092500106,T001FRV,13635,14330
49957,2023060200107,T001FL,8710,9205
49984,2023011400102,T001FR,11370,11775
49989,2023121500108,T001FRV,9470,10945
50011,2023012800109,T001FRV,18125,18285
50017,2023122400102,T001FR,6245,6350
50066,2023120500105,T001FRV,5890,6195
50069,2023120500105,T001FRV,6720,6900
50081,2024021900103,T001FL,7075,7400
50085,2024021900103,T001FRV,7685,8035
50086,2024021900103,T001FRV,7850,8035
50087,2024021900103,T001FRV,8155,8385
50102,2022012200107,T001FRV,6765,7270
50132,2022012200107,T001FRV,10370,10735
50148,2022010800101,T001FRV,9880,10960
50149,2022010800101,T001FRV,11290,11820
50150,2022010800101,T001FRV,11995,12085
50154,2021120400101,T001FLV,6595,7045
50157,2021120400101,T001FRV,7050,7435
50177,2022082400103,T001FRV,6665,7255
50178,2022082400103,T001FL,6335,6655
50206,2021110300107,T001FLV,10810,11010
50207,2021110300107,T001FLV,11020,11580
50266,2023013000108,T001FRV,5325,5780
50273,2023013000108,T001FRV,6055,6720
50289,2021123000103,T001FRV,7630,7780
50311,2022122300103,T001BACK,9680,10115
50315,2022122300103,T001BACK,10255,10530
50316,2022122300103,T001FR,10535,10660
50352,2021091400104,T001FR,9370,10140
50381,2023011400105,T001FR,12235,12665
50388,2023051200101,T001FRV,8240,8765
50405,2022022400101,T001FRV,6765,7310
50406,2022022400101,T001FRV,7815,7980
50430,2023122600102,T001FR,6800,7300
50431,2023122600102,T001FR,7005,7045
50432,2023120600104,T001FRV,9475,9575
50438,2021121100101,T001FRV,10190,10495
50441,2021121100101,T001FRV,10235,10890
50447,2022112500102,T001FRV,6980,7105
50466,2023010400108,T001FRV,6565,6995
50481,2022032600106,T001FRV,18740,19280
50484,2022032600106,T001FRV,19760,20450
50492,2023051700104,T001FRV,7015,7755
50498,2021092300106,T001FRV,16370,16660
50508,2021121100107,T001FRV,15825,15955
50516,2023022600104,T001FR,5615,6115
50517,2023022600104,T001FR,6265,6855
50534,2023112500108,T001FRV,6290,6515
50546,2023112500108,T001FRV,9740,10130
50549,2023112500108,T001FRV,10330,10735
50556,2023112500108,T001FRV,10500,10875
50557,2021110500103,T001FRV,9610,10235
50561,2023112500108,T001FRV,11110,11465
50562,2023112500108,T001FRV,11110,11465
50563,2023112500108,T001FRV,11530,12105
50564,2023112500108,T001FRV,10860,10875
50568,2023112500108,T001FRV,11860,12500
50569,2023112500108,T001FRV,12515,13145
50585,2022121200106,T001FRV,17660,17935
50586,2022121200106,T001FRV,17715,18480
